Filename	Name in catalogue	Original title	Transliterated title	Type	Subtype	Subsubtype	Year	Collector	Performer	Number of voices	Performer gender or age	Audio recording	Archive reference	Additional remarks	Place	Contemporary_address	Latitude	Longitude	Address translated	Original metadata	SongName
Vinnytsia_794v2_Oi stoiala divchyna_(13-ЛР-08)	13-ЛР-08	Оі стоіала дівчина	Oi stoiala divchyna	Non-ritual	Lyrical		1927.0								с. Следі Могилівського пов. на Поділлі (нині с. Сліди Могилів-Подільського р-ну Вінницької обл.)	с. Сліди Могилів-Подільського р-ну Вінницької обл.	48.5908227	27.9384431	Slidy, Vinnytsia Oblast, Ukraine, 24035	"Зап. 1927 р. Гайдай М. П. у с. Следі Могилівського пов. на Поділлі (нині с. Сліди Могилів-Поділь-
ського р-ну Вінницької обл.) від Дукії Палаш, 38 р. – ІМФЕ, ф. 6-3, од. зб. 121, арк. 136, № 887. 
Вар. зап. 1926 р. Милятицький В. від Олени Соснівської, телефоністки, що жила в с. Костянтині-
вці бувш. Липовецького пов. (нині Липовецький р-н Вінницької обл.). – ІМФЕ, ф. 6-4, од. зб. 151, 
арк. 2 № 1. Вар. 1 зап. у липні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського р-ну Вінниць-
кої обл. від Бондарчук К. С., Куземської П. О., Литвин У. Ф., Слюсар М. К., Тютюнник К. Д..– 
ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 46; фонозапис ф. 14-10, од. зб. 1250 (8). Розшифр. Працюк Л. В.
Вар. 2 зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької 
обл. від Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк 
Г. М. Розшифр. Єфремова Л. О. № 10 (465). Вар. 3 зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Пав-
лівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гунько В. М., Демчук В. М., Не-
допитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., 
Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфремова Л. О., № 8 (166). Вар. 4 зап. у лютому 2007 
р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О. № 36 (573)."	Vinnytsia_794v2_Oi stoiala divchyna_(13-ЛР-08)
Vinnytsia_794v3_Oi stoiala divchyna_(13-ЛР-08)	13-ЛР-08	Оі стоіала дівчина	Oi stoiala divchyna	Non-ritual	Lyrical		1927.0								с. Следі Могилівського пов. на Поділлі (нині с. Сліди Могилів-Подільського р-ну Вінницької обл.)	с. Сліди Могилів-Подільського р-ну Вінницької обл.	48.5908227	27.9384431	Slidy, Vinnytsia Oblast, Ukraine, 24035	"Зап. 1927 р. Гайдай М. П. у с. Следі Могилівського пов. на Поділлі (нині с. Сліди Могилів-Поділь-
ського р-ну Вінницької обл.) від Дукії Палаш, 38 р. – ІМФЕ, ф. 6-3, од. зб. 121, арк. 136, № 887. 
Вар. зап. 1926 р. Милятицький В. від Олени Соснівської, телефоністки, що жила в с. Костянтині-
вці бувш. Липовецького пов. (нині Липовецький р-н Вінницької обл.). – ІМФЕ, ф. 6-4, од. зб. 151, 
арк. 2 № 1. Вар. 1 зап. у липні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського р-ну Вінниць-
кої обл. від Бондарчук К. С., Куземської П. О., Литвин У. Ф., Слюсар М. К., Тютюнник К. Д..– 
ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 46; фонозапис ф. 14-10, од. зб. 1250 (8). Розшифр. Працюк Л. В.
Вар. 2 зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької 
обл. від Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк 
Г. М. Розшифр. Єфремова Л. О. № 10 (465). Вар. 3 зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Пав-
лівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гунько В. М., Демчук В. М., Не-
допитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., 
Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфремова Л. О., № 8 (166). Вар. 4 зап. у лютому 2007 
р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О. № 36 (573)."	Vinnytsia_794v3_Oi stoiala divchyna_(13-ЛР-08)
Vinnytsia_794v4_Oi stoiala divchyna_(13-ЛР-08)	13-ЛР-08	Оі стоіала дівчина	Oi stoiala divchyna	Non-ritual	Lyrical		1927.0								с. Следі Могилівського пов. на Поділлі (нині с. Сліди Могилів-Подільського р-ну Вінницької обл.)	с. Сліди Могилів-Подільського р-ну Вінницької обл.	48.5908227	27.9384431	Slidy, Vinnytsia Oblast, Ukraine, 24035	"Зап. 1927 р. Гайдай М. П. у с. Следі Могилівського пов. на Поділлі (нині с. Сліди Могилів-Поділь-
ського р-ну Вінницької обл.) від Дукії Палаш, 38 р. – ІМФЕ, ф. 6-3, од. зб. 121, арк. 136, № 887. 
Вар. зап. 1926 р. Милятицький В. від Олени Соснівської, телефоністки, що жила в с. Костянтині-
вці бувш. Липовецького пов. (нині Липовецький р-н Вінницької обл.). – ІМФЕ, ф. 6-4, од. зб. 151, 
арк. 2 № 1. Вар. 1 зап. у липні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського р-ну Вінниць-
кої обл. від Бондарчук К. С., Куземської П. О., Литвин У. Ф., Слюсар М. К., Тютюнник К. Д..– 
ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 46; фонозапис ф. 14-10, од. зб. 1250 (8). Розшифр. Працюк Л. В.
Вар. 2 зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької 
обл. від Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк 
Г. М. Розшифр. Єфремова Л. О. № 10 (465). Вар. 3 зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Пав-
лівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гунько В. М., Демчук В. М., Не-
допитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., 
Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфремова Л. О., № 8 (166). Вар. 4 зап. у лютому 2007 
р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О. № 36 (573)."	Vinnytsia_794v4_Oi stoiala divchyna_(13-ЛР-08)
Vinnytsia_795_Oi vypiu ya charku_(13-ЛР-09)	13-ЛР-09	Оі випіу иа чарку	Oi vypiu ya charku	Non-ritual	Lyrical		2009.0								с. Білки Іллінецького р-ну Вінницької обл.	с. Білки Іллінецького р-ну Вінницької обл.	48.9515514	29.2919561	Bilky, Vinnytsia Oblast, Ukraine, 22744	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 21. Розшифр. Єфремова Л. О., № 19. Вар. зап. 3.05 
2009 р. вони ж у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. № 2 (346). Вар. 1 зап. 
24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гу-
нько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., 
Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. № 3 (173). Вар. 2 зап. 1922 р. 
Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського 
р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 18 (текст), арк. 135 (мел.)."	Vinnytsia_795_Oi vypiu ya charku_(13-ЛР-09)
Vinnytsia_795v_Oi vypiu ya charku_(13-ЛР-09)	13-ЛР-09	Оі випіу иа чарку	Oi vypiu ya charku	Non-ritual	Lyrical		2009.0								с. Білки Іллінецького р-ну Вінницької обл.	с. Білки Іллінецького р-ну Вінницької обл.	48.9515514	29.2919561	Bilky, Vinnytsia Oblast, Ukraine, 22744	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 21. Розшифр. Єфремова Л. О., № 19. Вар. зап. 3.05 
2009 р. вони ж у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. № 2 (346). Вар. 1 зап. 
24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гу-
нько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., 
Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. № 3 (173). Вар. 2 зап. 1922 р. 
Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського 
р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 18 (текст), арк. 135 (мел.)."	Vinnytsia_795v_Oi vypiu ya charku_(13-ЛР-09)
Vinnytsia_795v1_Oi vypiu ya charku_(13-ЛР-09)	13-ЛР-09	Оі випіу иа чарку	Oi vypiu ya charku	Non-ritual	Lyrical		2009.0								с. Білки Іллінецького р-ну Вінницької обл.	с. Білки Іллінецького р-ну Вінницької обл.	48.9515514	29.2919561	Bilky, Vinnytsia Oblast, Ukraine, 22744	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 21. Розшифр. Єфремова Л. О., № 19. Вар. зап. 3.05 
2009 р. вони ж у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. № 2 (346). Вар. 1 зап. 
24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гу-
нько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., 
Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. № 3 (173). Вар. 2 зап. 1922 р. 
Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського 
р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 18 (текст), арк. 135 (мел.)."	Vinnytsia_795v1_Oi vypiu ya charku_(13-ЛР-09)
Vinnytsia_795v2_Oi vypiu ya charku_(13-ЛР-09)	13-ЛР-09	Оі випіу иа чарку	Oi vypiu ya charku	Non-ritual	Lyrical		2009.0								с. Білки Іллінецького р-ну Вінницької обл.	с. Білки Іллінецького р-ну Вінницької обл.	48.9515514	29.2919561	Bilky, Vinnytsia Oblast, Ukraine, 22744	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 21. Розшифр. Єфремова Л. О., № 19. Вар. зап. 3.05 
2009 р. вони ж у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. № 2 (346). Вар. 1 зап. 
24.05 2008 р. вони ж у с. Павлівка Калинівського р-ну Вінницької обл. від Вдовиченко Н. А., Гу-
нько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., Ковальчук І. П., 
Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. № 3 (173). Вар. 2 зап. 1922 р. 
Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського 
р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 18 (текст), арк. 135 (мел.)."	Vinnytsia_795v2_Oi vypiu ya charku_(13-ЛР-09)
Vinnytsia_796_Oi sama ya, samisenka_(13-ЛР-10)	13-ЛР-10	Оі сама иа, самісенка	Oi sama ya, samisenka	Non-ritual	Lyrical		1936.0								с. Стодульці Жмеринського р-ну Вінницької обл.	с. Стодульці Жмеринського р-ну Вінницької обл.	49.106711	27.8251132	Stodul'tsi, Vinnytsia Oblast, Ukraine, 23121	"Зап. 29. ХІІ 1936 р. Гайдай М. П. у с. Стодульці Жмеринського р-ну Вінницької обл. від Павла Ко-
рнійовича Буїка, 43 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 59-61. Вар. зап. 1922 р. Кудрицька А. М. у 
с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського р-ну Вінницької обл.) 
від Марії Андрух. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 125-127 (текст), арк. 163 (мел.). Вар. 1 зап. Ку-
віньова О., Ященко Л. у с. Ометинці Сітковецького (нині Немирівського) р-ну Вінницької обл. від 
Купко Мотрі. – ІМФЕ, ф. 14-5, од. зб. 243."	Vinnytsia_796_Oi sama ya, samisenka_(13-ЛР-10)
Vinnytsia_796v_Oi sama ya, samisenka_(13-ЛР-10)	13-ЛР-10	Оі сама иа, самісенка	Oi sama ya, samisenka	Non-ritual	Lyrical		1936.0								с. Стодульці Жмеринського р-ну Вінницької обл.	с. Стодульці Жмеринського р-ну Вінницької обл.	49.106711	27.8251132	Stodul'tsi, Vinnytsia Oblast, Ukraine, 23121	"Зап. 29. ХІІ 1936 р. Гайдай М. П. у с. Стодульці Жмеринського р-ну Вінницької обл. від Павла Ко-
рнійовича Буїка, 43 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 59-61. Вар. зап. 1922 р. Кудрицька А. М. у 
с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського р-ну Вінницької обл.) 
від Марії Андрух. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 125-127 (текст), арк. 163 (мел.). Вар. 1 зап. Ку-
віньова О., Ященко Л. у с. Ометинці Сітковецького (нині Немирівського) р-ну Вінницької обл. від 
Купко Мотрі. – ІМФЕ, ф. 14-5, од. зб. 243."	Vinnytsia_796v_Oi sama ya, samisenka_(13-ЛР-10)
Vinnytsia_796v1_Oi sama ya, samisenka_(13-ЛР-10)	13-ЛР-10	Оі сама иа, самісенка	Oi sama ya, samisenka	Non-ritual	Lyrical		1936.0								с. Стодульці Жмеринського р-ну Вінницької обл.	с. Стодульці Жмеринського р-ну Вінницької обл.	49.106711	27.8251132	Stodul'tsi, Vinnytsia Oblast, Ukraine, 23121	"Зап. 29. ХІІ 1936 р. Гайдай М. П. у с. Стодульці Жмеринського р-ну Вінницької обл. від Павла Ко-
рнійовича Буїка, 43 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 59-61. Вар. зап. 1922 р. Кудрицька А. М. у 
с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівського р-ну Вінницької обл.) 
від Марії Андрух. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 125-127 (текст), арк. 163 (мел.). Вар. 1 зап. Ку-
віньова О., Ященко Л. у с. Ометинці Сітковецького (нині Немирівського) р-ну Вінницької обл. від 
Купко Мотрі. – ІМФЕ, ф. 14-5, од. зб. 243."	Vinnytsia_796v1_Oi sama ya, samisenka_(13-ЛР-10)
Vinnytsia_797_Tykho, tykho_(13-ЛР-11)	13-ЛР-11	Тихо, тихо	Tykho, tykho	Non-ritual	Lyrical										с. Талалаї Погребищенського р-ну Вінницької обл.	с. Талалаї Погребищенського р-ну Вінницької обл.	49.51749	29.0647354	Talalai, Vinnytsia Oblast, Ukraine, 22242	"Зап Кушка Т. Я., Матіяш Д. В. у с. Талалаї Погребищенського р-ну Вінницької обл. Розшифр. 
Єфремова Л. О. № 16 (375)."	Vinnytsia_797_Tykho, tykho_(13-ЛР-11)
Vinnytsia_798_Kalyno-malyno_(13-ЛР-11а)	13-ЛР-11а	Калино-малино	Kalyno-malyno	Non-ritual	Lyrical		1922.0								с. Овечаче Бердичівського пов. на Київщині	с. Дружне Калинівського р-ну Вінницької обл.	49.4650264	28.8099915	Druzhne, Vinnytsia Oblast, Ukraine, 22453	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче (нині с. Дружне Калинівського р-ну Вінницької обл.) від 
Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 63-64 (текст), арк. 150 (мел.)."	Vinnytsia_798_Kalyno-malyno_(13-ЛР-11а)
Vinnytsia_799_ Oi zatsvila rozha krai vikna_(13-ЛР-12)	13-ЛР-12	 Оі зацвіла рожа краі вікна	 Oi zatsvila rozha krai vikna	Non-ritual	Lyrical		2008.0								с. Бірків Літинського р-ну Вінницької обл.	с. Бірків Літинського р-ну Вінницької обл.	49.2840862	28.0790768	Birkiv, Vinnytsia Oblast, Ukraine, 22352	"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Бірків Літинського р-ну Вінницької обл. від гурту. Роз-
шифр. Єфремова Л. О., № 1 (97)."	Vinnytsia_799_ Oi zatsvila rozha krai vikna_(13-ЛР-12)
Vinnytsia_800_Ei, oi u luzi, v luzi_(13-ЛР-13)	13-ЛР-13	Еі, оі у лузі, в лузі	Ei, oi u luzi, v luzi	Non-ritual	Lyrical		1972.0								с. Кармалюкове Жмеринського р-ну Вінницької обл.	с. Кармалюкове Жмеринського р-ну Вінницької обл.	49.1535629	27.954607	Karmalyukove, Vinnytsia Oblast, Ukraine, 23120	"Зап. 1972 р. експ. ІМФЕ (Василенко З. І., Рубай Г. Т., Довженок Г. В.) у с. Кармалюкове Жмерин-
ського р-ну Вінницької обл. від Слюсар М. К. та Голуб П. С. – ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 
84; фонозапис ф. 14-10, од. зб. 1252 (9). Розшифр. Виноградов Г. В.Вар. зап. 31.V 1918 р. Кудри-
цька А. М. у с. Дружне Калинівського р-ну Вінницької обл. від Параски Гуцал. – ІМФЕ, ф. 6-4, 
од. зб. 111, арк. 1, № 1."	Vinnytsia_800_Ei, oi u luzi, v luzi_(13-ЛР-13)
Vinnytsia_800v_Ei, oi u luzi, v luzi_(13-ЛР-13)	13-ЛР-13	Еі, оі у лузі, в лузі	Ei, oi u luzi, v luzi	Non-ritual	Lyrical		1972.0								с. Кармалюкове Жмеринського р-ну Вінницької обл.	с. Кармалюкове Жмеринського р-ну Вінницької обл.	49.1535629	27.954607	Karmalyukove, Vinnytsia Oblast, Ukraine, 23120	"Зап. 1972 р. експ. ІМФЕ (Василенко З. І., Рубай Г. Т., Довженок Г. В.) у с. Кармалюкове Жмерин-
ського р-ну Вінницької обл. від Слюсар М. К. та Голуб П. С. – ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 
84; фонозапис ф. 14-10, од. зб. 1252 (9). Розшифр. Виноградов Г. В.Вар. зап. 31.V 1918 р. Кудри-
цька А. М. у с. Дружне Калинівського р-ну Вінницької обл. від Параски Гуцал. – ІМФЕ, ф. 6-4, 
од. зб. 111, арк. 1, № 1."	Vinnytsia_800v_Ei, oi u luzi, v luzi_(13-ЛР-13)
Vinnytsia_801_Oi verba, verba_(13-ЛР-19)	13-ЛР-19	Оі верба, верба	Oi verba, verba	Non-ritual	Lyrical		2008.0								с. Бірків Літинського р-ну Вінницької обл.	с. Бірків Літинського р-ну Вінницької обл.	49.2840862	28.0790768	Birkiv, Vinnytsia Oblast, Ukraine, 22352	"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Бірків Літинського р-ну Вінницької обл. від гурту. Роз-
шифр. Єфремова Л. О., №№ 19, 24 (88). Вар. зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. 
Забужжя Немирівського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 31 (568). 
Чоловічий спів."	Vinnytsia_801_Oi verba, verba_(13-ЛР-19)
Vinnytsia_801v_Oi verba, verba_(13-ЛР-19)	13-ЛР-19	Оі верба, верба	Oi verba, verba	Non-ritual	Lyrical		2008.0								с. Бірків Літинського р-ну Вінницької обл.	с. Бірків Літинського р-ну Вінницької обл.	49.2840862	28.0790768	Birkiv, Vinnytsia Oblast, Ukraine, 22352	"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Бірків Літинського р-ну Вінницької обл. від гурту. Роз-
шифр. Єфремова Л. О., №№ 19, 24 (88). Вар. зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. 
Забужжя Немирівського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 31 (568). 
Чоловічий спів."	Vinnytsia_801v_Oi verba, verba_(13-ЛР-19)
Vinnytsia_801vv_Oi verba, verba_(13-ЛР-19)	13-ЛР-19	Оі верба, верба	Oi verba, verba	Non-ritual	Lyrical		2008.0								с. Бірків Літинського р-ну Вінницької обл.	с. Бірків Літинського р-ну Вінницької обл.	49.2840862	28.0790768	Birkiv, Vinnytsia Oblast, Ukraine, 22352	"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Бірків Літинського р-ну Вінницької обл. від гурту. Роз-
шифр. Єфремова Л. О., №№ 19, 24 (88). Вар. зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. 
Забужжя Немирівського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 31 (568). 
Чоловічий спів."	Vinnytsia_801vv_Oi verba, verba_(13-ЛР-19)
Vinnytsia_802_Oi zatsvila_(13-ЛР-20)	13-ЛР-20	Оі зацвіла	Oi zatsvila	Non-ritual	Lyrical		2008.0								с. Павлівка Калинівського р-ну Вінницької обл.	с. Павлівка Калинівського р-ну Вінницької обл.	49.4429672	28.4610373	Pavlivka, Vinnytsia Oblast, Ukraine, 22436	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфре-
мова Л. О., № 11 (184). Впевнено пісню знала тільки заспівувачка, інші лише трохи підспівували. 
(Л. Є.)"	Vinnytsia_802_Oi zatsvila_(13-ЛР-20)
Vinnytsia_803_Oi u poli_(13-ЛР-21)	13-ЛР-21	Оі у полі	Oi u poli	Non-ritual	Lyrical		1951.0								с. Джуринці Ситковецького (нині Немирівського) р-ну Вінницької обл.	с. Джуринці Немирівського р-ну Вінницької обл.	48.927823	29.2535245	Dzhuryntsi, Vinnytsia Oblast, Ukraine, 22864	"Зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Джуринці Ситковецького (нині Немирівського) 
р-ну Вінницької обл. від гурту дівчат. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 77. Вар. зап. у 10.06 2008 р. 
Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл.від Кисляк Л. М., Висо-
цької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..Розшифр. Єфремова 
Л. О. № 4 (459). Вар. вик. 13.06 2009 р. № 3. Вар. 1 зап. 2009 р. Матіяш Д., Кушка Т. на святі Г. 
Танцюри від співачки з с. Зятківці Гайсинського р-ну Вінницької обл. Розшифр. Єфремова Л. О., 
№ 4 (261). "	Vinnytsia_803_Oi u poli_(13-ЛР-21)
Vinnytsia_803v_Oi u poli_(13-ЛР-21)	13-ЛР-21	Оі у полі	Oi u poli	Non-ritual	Ballad		1951.0								с. Джуринці Ситковецького (нині Немирівського) р-ну Вінницької обл.	с. Джуринці Немирівського р-ну Вінницької обл.	48.927823	29.2535245	Dzhuryntsi, Vinnytsia Oblast, Ukraine, 22864	"Зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Джуринці Ситковецького (нині Немирівського) 
р-ну Вінницької обл. від гурту дівчат. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 77. Вар. зап. у 10.06 2008 р. 
Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл.від Кисляк Л. М., Висо-
цької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..Розшифр. Єфремова 
Л. О. № 4 (459). Вар. вик. 13.06 2009 р. № 3. Вар. 1 зап. 2009 р. Матіяш Д., Кушка Т. на святі Г. 
Танцюри від співачки з с. Зятківці Гайсинського р-ну Вінницької обл. Розшифр. Єфремова Л. О., 
№ 4 (261). "	Vinnytsia_803v_Oi u poli_(13-ЛР-21)
Vinnytsia_803v1_Oi u poli_(13-ЛР-21)	13-ЛР-21	Оі у полі	Oi u poli	Non-ritual	Ballad		1951.0								с. Джуринці Ситковецького (нині Немирівського) р-ну Вінницької обл.	с. Джуринці Немирівського р-ну Вінницької обл.	48.927823	29.2535245	Dzhuryntsi, Vinnytsia Oblast, Ukraine, 22864	"Зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Джуринці Ситковецького (нині Немирівського) 
р-ну Вінницької обл. від гурту дівчат. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 77. Вар. зап. у 10.06 2008 р. 
Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл.від Кисляк Л. М., Висо-
цької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..Розшифр. Єфремова 
Л. О. № 4 (459). Вар. вик. 13.06 2009 р. № 3. Вар. 1 зап. 2009 р. Матіяш Д., Кушка Т. на святі Г. 
Танцюри від співачки з с. Зятківці Гайсинського р-ну Вінницької обл. Розшифр. Єфремова Л. О., 
№ 4 (261). "	Vinnytsia_803v1_Oi u poli_(13-ЛР-21)
Vinnytsia_803vv_Oi u poli_(13-ЛР-21)	13-ЛР-21	Оі у полі	Oi u poli	Non-ritual	Ballad		1951.0								с. Джуринці Ситковецького (нині Немирівського) р-ну Вінницької обл.	с. Джуринці Немирівського р-ну Вінницької обл.	48.927823	29.2535245	Dzhuryntsi, Vinnytsia Oblast, Ukraine, 22864	"Зап. ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Джуринці Ситковецького (нині Немирівського) 
р-ну Вінницької обл. від гурту дівчат. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 77. Вар. зап. у 10.06 2008 р. 
Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл.від Кисляк Л. М., Висо-
цької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..Розшифр. Єфремова 
Л. О. № 4 (459). Вар. вик. 13.06 2009 р. № 3. Вар. 1 зап. 2009 р. Матіяш Д., Кушка Т. на святі Г. 
Танцюри від співачки з с. Зятківці Гайсинського р-ну Вінницької обл. Розшифр. Єфремова Л. О., 
№ 4 (261). "	Vinnytsia_803vv_Oi u poli_(13-ЛР-21)
