filename,year,place,performer,collector,archive reference,original metadata
Vinnytsia_ballads_592v. Калина-малина (07-БР-04).xml,2008,,,,,"Зап. 2007 р. та 03.04 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського р-ну Вінниць-
кої обл. від Майданюк Л. В., Яцюк Л. А. (вивід), Мартинюк В. П., Богомолець О. П. (кер.), Рома-
нюк Г. Ю. Розшифр. Єфремова Л. О. № 31 (641). Вар. зап. 2 квітня 2008 р. Матіяш Д., Кушка Т. у 
с. Переорки Вінницького р-ну Вінницької обл. від Діденко М. Ф., Діденко Н. С. (заспівує), Штер-
бави А. А., Кучер К. Г., Новак Н. П., Проніної Г. (виводить). Розшифр. Єфремова Л. О., № 25 
(235). "
"Vinnytsia_ballads_593. Яром, хлопці, яром (07-БР-05).xml",1934,,,,,"Зап. 1934 р. Харків В. у с. Погребище Бердичівського р-ну (нинісмт Погребище Погребищенсько-
го р-ну Вінницької обл.) від Н. Присяжнюк. – ІМФЕ, ф. 6-4, од. зб. 98, арк. 6-7 (5-6). Увага: ця ме-
лодія виконується дуже свобідно з ритмічного боку, особливо це позначається на довільнім удов-
женні (fermata) тонів, відзначених зірочками (*), а також місць передиху. Для характеристики ви-
конання подаємо докладніший запис мелодії перших двох строф за фонограмою. (В. Х.) У друго-
му вар. тактові розміри визначено нами. (Л. Є.) Надр. у транскрипції В. Милятицького від сестри
Ганни у зб. Пісні Поділля, с. 226-227. "
"Vinnytsia_ballads_593v. Яром, хлопці, яром (07-БР-05).xml",1934,,,,,"Зап. 1934 р. Харків В. у с. Погребище Бердичівського р-ну (нинісмт Погребище Погребищенсько-
го р-ну Вінницької обл.) від Н. Присяжнюк. – ІМФЕ, ф. 6-4, од. зб. 98, арк. 6-7 (5-6). Увага: ця ме-
лодія виконується дуже свобідно з ритмічного боку, особливо це позначається на довільнім удов-
женні (fermata) тонів, відзначених зірочками (*), а також місць передиху. Для характеристики ви-
конання подаємо докладніший запис мелодії перших двох строф за фонограмою. (В. Х.) У друго-
му вар. тактові розміри визначено нами. (Л. Є.) Надр. у транскрипції В. Милятицького від сестри
Ганни у зб. Пісні Поділля, с. 226-227. "
Vinnytsia_ballads_594. й А в полі коноплі (08-БК-05).xml,1927,,,,,"Зап. 1927 р. Гайдай М. П. у с. Чернівці Ямпільського р-ну (нині смт Чернівці Чернівецького р-ну)
Вінницької обл. від Євлампії Знак, 43 р. – ІМФЕ, ф. 6-4, од. зб. 121, арк. 116-117. Текст надр.: Ба-
лади, 1, с. 311. Текст редаговано, опубліковано з помилками."
Vinnytsia_ballads_595. (і) Ой зацвіло синоє море (08-БК-06).xml,1927,,,,,"Зап. 1927 р. Гайдай М. П. у с. Следі Могилівського пов. (нині с. Сліди Могилів-Подільського р-ну 
Вінницької обл.) від Дукії Палаш, 37 р. – ІМФЕ, ф. 6-3, од. зб. 121, арк. 121-122, № 874. "
"Vinnytsia_ballads_596. На горі, горі (08-БК-09).xml",1937,,,,,"Зап. 1937 р. Стельмах М., Музиченко Д. (мел.) у с. Дяківці Літинського р-ну Вінницької обл. від 
Масляної Хими. – ІМФЕ, ф. 8-3, од. зб. 211, арк. 12 зв. (текст), арк. 30 (мел.), № 21."
"Vinnytsia_ballads_597. Ой гори, гори (08-БК-09).xml",2007,,,,,"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 14 (35)."
Vinnytsia_ballads_598. Ой коли б я знала (08-БК-11).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 41-42 
(текст), арк. 139-140 (мел.). Вар. зап. у березні 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична 
Оратівського р-ну Вінницької обл. від жіночого гурту. Розшифр. Єфремова Л. О. № 32 (681)."
Vinnytsia_ballads_598v. Ой коли б я знала (08-БК-11).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 41-42 
(текст), арк. 139-140 (мел.). Вар. зап. у березні 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична 
Оратівського р-ну Вінницької обл. від жіночого гурту. Розшифр. Єфремова Л. О. № 32 (681)."
Vinnytsia_ballads_600. В широкій долині (09-БК-02).xml,2007,,,,,"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл.
від Розборської Ф. Ф. Розшифр. Єфремова Л. О. № 54 (591)."
Vinnytsia_ballads_601. Ой там Роман сіно косе (09-БК-07).xml,unknown,,,,,
"Vinnytsia_ballads_602. Ой ти, ковалю (09-БК-11).xml",1927,,,,,"Зап. 1927 р. Харків В. у с. Мервинці Могилів-Подільського р-ну Вінницької обл. від Василя і Мой-
сея Прокопчуків. – ІМФЕ, ф. 6-3, од. зб. 72, арк. 38-39 (62-63)."
Vinnytsia_ballads_603. Ой ковалю (09-БК-11).xml,2015,,,,,"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 7 (147)."
Vinnytsia_ballads_604. В чистий четвер по вечері (09-БК).xml,1926,,,,,"Зап. 1926 р. Милятицький В. від С. Нечипоренки та О. Орленко з с. Спичиньці Бердичівської окр. 
(нині Погребищенського р-ну Вінницької обл.). Принесено 23 року від Калинівського хреста. (В. 
М.) – ІМФЕ, ф. 6-4, од. зб. 151, арк. 13 зв., № 24."
Vinnytsia_ballads_605. Попід гайком (10-БК-02).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. (нині с. Дружне Калинівського р-ну 
Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 16 (текст), арк. 133 (мел.)."
"Vinnytsia_ballads_606. Дозволь мені, мати (10-БК-03).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 61-62 
(текст), арк. 150 (мел.)."
"Vinnytsia_ballads_607. Дозволь мені, мати (10-БК-03).xml",2007,,,,,"Зап. 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського 
р-ну Вінницької обл. Розшифр. Єфремова Л. О. № 23 (636). "
Vinnytsia_ballads_608. Горе в світі жити (10-БК-04).xml,1924,,,,,"Зап. 1924 р. Кудрицька А. М. у с. Овечаче Вінницької окр. на Поділлі (нині с. Дружне Калинівсько-
го р-ну Вінницької обл.) від Хими Якимовни Максимчук, родом з с. Великий Чернятин Вінницької 
окр. на Поділлі (нині Старокостянтинівського р-ну Хмельницької обл.). Цю пісн. Хима Максимчук 
перейняла від селянки с. Констянтинівки Вінницької окр. на Поділлю Катерини Дудник (нині Ли-
повецького р-ну Вінницької обюл.). (А. К.) – ІМФЕ, ф. 6-4, од. зб. 110, арк. 113 (текст), арк. 162 
(мел.)."
"Vinnytsia_ballads_609. Не ходи, улане (10-БК-04).xml",2009,,,,,"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від фольк. 
анс. ""Джерело""(кер. Білкун І. С.), № 2. Розшифр. Єфремова Л. О., № 2."
Vinnytsia_ballads_610. Як я в своїй неньки (10-БК-05).xml,2015,,,,,"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 12 (152)."
Vinnytsia_ballads_611. Зайшло сонце за віконце (10-БК-06).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. (нині с. Дружне Калинівського р-ну 
Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 71-72 (текст), арк. 153 (мел.)."
"Vinnytsia_ballads_613. Гей, коли б Бог дав (11-БК-01).xml",1951,,,,,"Зап. ІХ 1951 р. Кувеньова О., Ященко Л. у с. Зарудинці Немирівського р-ну Вінницької обл. від Бу-
лейко Людмили Іванівни, 1905 р. н., інваліда ІІ групи. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 28."
"Vinnytsia_ballads_614. Ой дай, Боже (11-БК-01).xml",2011,,,,,"Зап. 24 листопада 2011 р. Гарбулінська Т. Є. у с. Думенки Хмільницького р-ну Вінницької обл. від 
Ющинської М. П. та Сторожук А. Р. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 14 
(58)."
"Vinnytsia_ballads_615. Шо ти, ненько (11-БК-02).xml",1937,,,,,"Зап. 1937 р. Гайдай М. П. у с. Потоки Жмеринського р-ну Вінницької обл. від Тодоски Зінов’євни 
Бондаренко, 75 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 90-92."
"Vinnytsia_ballads_616. Вмирай, старий, вмирай (11-БР-02).xml",1927,,,,,"Зап. 26.VI 1927 р. Корсовецький О. у с. Ковалівка Вінницької окр. (нині Немирівського р-ну Він-
ницької обл). від Марії Карпівни Романенко, 49 р. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 6 (10-11), № 7."
Vinnytsia_ballads_618. Ой у полі озеречко (11-БР-05).xml,1924,,,,,"Зап. 21.ІХ 1924 р. Кудрицька А. М. у с. Овечаче (нині с. Дружне Калинівського р-ну Вінницької 
обл.). від Хими Максимчук. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 92 (текст), арк. 138 (мел.), № 14."
Vinnytsia_ballads_619. Ой у полі озеречко (11-БР-05).xml,2008,,,,,"Зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від 
Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..
Розшифр. Єфремова Л. О. № 62 (517). Вар. зап. у 13.06 2009 р. там само. № 14 (529)."
Vinnytsia_ballads_619v. Ой у полі озеречко (11-БР-05).xml,2008,,,,,"Зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від 
Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..
Розшифр. Єфремова Л. О. № 62 (517). Вар. зап. у 13.06 2009 р. там само. № 14 (529)."
"Vinnytsia_ballads_620. Ой ти сад, ти мій сад (11-БР-08).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 39-40 (текст), арк. 
139 (мел.)."
"Vinnytsia_ballads_621. Ой ти сад, ти мой сад (11-БР-08).xml",2015,,,,,"Зап. 21 лютого 2015 р. Гарбулінська Т. Є. у с. Лозове Чернівецького р-ну Вінницької обл. від Со-
болевської Феодосії Олександрівни, Лободи Євгенії Северинівни, Довгалевської Ніни Тимофіїв-
ни, Ойтюй Зінаїди Григорівни, Басалай Марії Григорівни, Дідур Марії Северинівни, Дідур Євге-
нії Степанівни. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 12 (35)."
"Vinnytsia_ballads_622. Ой задумав, загадав (11-БР-10).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 21 
(текст), арк. 136 (мел.)."
Vinnytsia_ballads_623. Соловейко сивенький (11-БР-10).xml,1951,,,,,"Зап. ІХ 1951 р. Ященко Л. І. у с. Зарудинці Немирівського 
р-ну Вінницької обл. від Булейко Л. І, 50 р. – ІМФЕ, ф. 
14-5, од. зб. 243, арк. 68."
Vinnytsia_ballads_624. Ой вийду я на гору (11-БР-10).xml,1972,,,,,"Зап. у липні 1972 р. Василенко З. І., Рубай Г. Т., 
Довженок Г. В. у с. Кармалюкове Жмеринсько-
го р-ну Вінницької обл. від Слюсар М. К. та Ф. 
І., Татюк Я. Н. – ІМФЕ, ф. 14-5, од. зб. 424/ІІ, арк. 63; фонозапис ф. 14-10, од. зб. 1251 (7). Роз-
шифр. Виноградов Г. В. Вар. зап. 16 грудня 2010 р. Гарбулінська Т. Є. у с. Тернівка Крижопіль-
ського р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 4 (14)."
Vinnytsia_ballads_624v. Ой вийду я на гору (11-БР-10).xml,1972,,,,,"Зап. у липні 1972 р. Василенко З. І., Рубай Г. Т., 
Довженок Г. В. у с. Кармалюкове Жмеринсько-
го р-ну Вінницької обл. від Слюсар М. К. та Ф. 
І., Татюк Я. Н. – ІМФЕ, ф. 14-5, од. зб. 424/ІІ, арк. 63; фонозапис ф. 14-10, од. зб. 1251 (7). Роз-
шифр. Виноградов Г. В. Вар. зап. 16 грудня 2010 р. Гарбулінська Т. Є. у с. Тернівка Крижопіль-
ського р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 4 (14)."
Vinnytsia_ballads_625. Мала мати єдну дочку (13-БР-01б).xml,2007,,,,,"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 35 (61). Вар. зап. у 13.06 2009 р. Кушка Т. Я., 
Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від Кисляк Л. М., Висоцької Г. М., 
Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М. Розшифр. Єфремова Л. О. № 1 
(519)."
Vinnytsia_ballads_625v. Мала мати єдну дочку (13-БР-01б).xml,2007,,,,,"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 35 (61). Вар. зап. у 13.06 2009 р. Кушка Т. Я., 
Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від Кисляк Л. М., Висоцької Г. М., 
Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М. Розшифр. Єфремова Л. О. № 1 
(519)."
Vinnytsia_ballads_626. Мала мати одну дочку (13-БР-01б).xml,1998,,,,,"Зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О., № 44 (309). Вар. зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргород-
ського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О., № 15 (115)."
Vinnytsia_ballads_626v. Мала мати одну дочку (13-БР-01б).xml,1998,,,,,"Зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О., № 44 (309). Вар. зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргород-
ського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О., № 15 (115)."
Vinnytsia_ballads_627. Ой п’яна я та й валюся (13-БР-01а).xml,1972,,,,,"Зап. у червні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського р-ну Вінницької обл. від Слю-
сар М. К., Ковальчук Г. С., Голуб Т. І. – ІМФЕ, ф. 14-5, од. зб. 424/ІV, арк. 170; фонозапис ф. 14-10, 
од. зб. 1255 (4). Розшифр. Істомін С."
Vinnytsia_ballads_628. Ой посію я шальвію (13-БР-03).xml,2014,,,,,"Зап. 29 серпня 2014 р. Гарбулінська Т. Є. у с. Іллівка Крижопільського р-ну Вінницької обл. від 
жіночого гурту. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3 (68). Вар. Зап. 2 лю-
того 2012 р. Гарбулінська Т. Є. у с. Кудіївці Жмеринського р-ну Вінницької обл. від фольк. анс.
""Калина"". Розшифр. Єфремова Л. О., № 5 (44)."
Vinnytsia_ballads_628v. Ой посію я шальвію (13-БР-03).xml,2014,,,,,"Зап. 29 серпня 2014 р. Гарбулінська Т. Є. у с. Іллівка Крижопільського р-ну Вінницької обл. від 
жіночого гурту. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3 (68). Вар. Зап. 2 лю-
того 2012 р. Гарбулінська Т. Є. у с. Кудіївці Жмеринського р-ну Вінницької обл. від фольк. анс.
""Калина"". Розшифр. Єфремова Л. О., № 5 (44)."
"Vinnytsia_ballads_630. Сама шила, сама пряла (13-БР-07).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Федори Юкиш і М. Комаринської. – ІМФЕ, ф. 6-4, од. зб. 110, 
арк. 80-82 (текст), арк. 156 (мел.). Вар. зап. 1971 р. Мельник П. Я. у с. Коси Могилів-Подільського 
р-ну Вінницької обл. від Мельник Докії Ів., 1905 р. н. – ІМФЕ, ф. 14-3, од. зб. 907/ІІ, арк. 188."
"Vinnytsia_ballads_630v. Сама шила, сама пряла (13-БР-07).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Федори Юкиш і М. Комаринської. – ІМФЕ, ф. 6-4, од. зб. 110, 
арк. 80-82 (текст), арк. 156 (мел.). Вар. зап. 1971 р. Мельник П. Я. у с. Коси Могилів-Подільського 
р-ну Вінницької обл. від Мельник Докії Ів., 1905 р. н. – ІМФЕ, ф. 14-3, од. зб. 907/ІІ, арк. 188."
Vinnytsia_ballads_631. Не жаль мені (13-БР-07).xml,2015,,,,,"Зап. 20 лютого 2015 р. Гарбулінська Т. Є. у с. Лозове Чернівецького р-ну Вінницької обл. від анс 
""Джерело"", кер. Ф. Соболевська. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 2 (25)."
Vinnytsia_ballads_633. Як поїхав Іванюша (14-БР-01).xml,2009,,,,,"Зап. 3.05 2009 р. Матіяш Д., Кушка Т. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту.  
Розшифр. Єфремова Л. О., № 5 (349)."
"Vinnytsia_ballads_634. Ой за гайком, за Дунайком (15-БР-05).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 9-10 (текст), арк. 
132 (мел.). Вар. зап. 2005 р. Білан В. У с. Даньківка Іллінецького р-ну Вінницької обл. від Білан 
Катерини Василівни, 1939 р. н. Нотна транскрипція Мартинюк О., ред Єфремової Л. О."
"Vinnytsia_ballads_634v. Ой за гайком, за Дунайком (15-БР-05).xml",1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 9-10 (текст), арк. 
132 (мел.). Вар. зап. 2005 р. Білан В. У с. Даньківка Іллінецького р-ну Вінницької обл. від Білан 
Катерини Василівни, 1939 р. н. Нотна транскрипція Мартинюк О., ред Єфремової Л. О."
Vinnytsia_ballads_635. Поза лужком зелененькім (15-БР-05).xml,2007,,,,,"Зап. 2007 р. Матіяш Д., Кушка Т. у с. Переорки Вінницького р-ну Вінницької обл. від Діденко М. 
Ф., Діденко Н. С., Штербави А. А., Кучер К. Г., Новак Н. П., Проніної Г. Розшифр. Єфремова Л. О., 
№ 26 (236). Вар. зап у лютому 2007 р. вони ж у с. Устя Бершадського р-ну Віницької обл. від Бер-
нацької Олександри Федосіївни, 1920 р. н., Охріменко Надії Григорівни, 1941 р. н., Гребеник Ма-
рії Петрівни, 55 р. Розшифр. Єфремова Л. О. № 8 (388). Вар. 1 зап. 2009 р. вони ж на святі Г. Тан-
цюри від співаків з с. Ободівка Тростянецького р-ну Вінницької обл. Розшифр. Єфремова Л. О., 
№ 2 (259). Вар. 2 зап. у лютому 2007 р. вони ж у с. Забужжя Немирівського р-ну Вінницької обл.
від гурту. Розшифр. Єфремова Л. О. № 30 (567). Вар. 3 зап. 10.05 2009 р. вони ж у с. Білки Ілліне-
цького р-ну Вінницької обл. від фольк. анс. ""Джерело""(кер. Білкун І. С.), № 10. Розшифр. Єфремо-
ва Л. О., № 9."
Vinnytsia_ballads_636. Да чорна хмарка наступає (15-БР-06а).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. (нині с. Дружне Калинівського р-ну 
Вінницької обл.) від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 30 (текст), арк. 137 (мел.)."
Vinnytsia_ballads_637. (й) А всі гори зеленіют (16-БР-02).xml,1936,,,,,"Зап. 25.ХІІ 1936 р. Гайдай М. П. у с. Головчинці Жмеринського р-ну на Вінниччині (нині с. Ка-
рмалюкове Жмеринського р-ну Вінницької обл.) від Василини Микитівни Коваль, 30 р. – ІМФЕ, 
ф. 8-3, од. зб. 181, арк. 62-64, № 41. "
Vinnytsia_ballads_638. Усі гори зеленіють (16-БР-02).xml,2009,,,,,"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 1 (101). Вар. зап. у лютому 2007 р. вони ж у с. Забужжя Неми-
рівського р-ну Вінницької обл. від гурту. № 39 (576). Вар. 1 зап. 3.05 2009 р. вони ж у с. Сиваківці  
Липовецького р-ну Вінницької обл. від гурту. № 9 (353). Вар. 2 зап. вони ж у с. Стіна Томашпіль-
ського р-ну Вінницької обл. Розшифр. № 10 (254). Вар. 3 зап у лютому 2007 р. вони ж у с. Устя 
Бершадського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 16 (396). "
Vinnytsia_ballads_638v. Усі гори зеленіють (16-БР-02).xml,2009,,,,,"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 1 (101). Вар. зап. у лютому 2007 р. вони ж у с. Забужжя Неми-
рівського р-ну Вінницької обл. від гурту. № 39 (576). Вар. 1 зап. 3.05 2009 р. вони ж у с. Сиваківці  
Липовецького р-ну Вінницької обл. від гурту. № 9 (353). Вар. 2 зап. вони ж у с. Стіна Томашпіль-
ського р-ну Вінницької обл. Розшифр. № 10 (254). Вар. 3 зап у лютому 2007 р. вони ж у с. Устя 
Бершадського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 16 (396). "
Vinnytsia_ballads_638v1. Усі гори зеленіють (16-БР-02).xml,2009,,,,,"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 1 (101). Вар. зап. у лютому 2007 р. вони ж у с. Забужжя Неми-
рівського р-ну Вінницької обл. від гурту. № 39 (576). Вар. 1 зап. 3.05 2009 р. вони ж у с. Сиваківці  
Липовецького р-ну Вінницької обл. від гурту. № 9 (353). Вар. 2 зап. вони ж у с. Стіна Томашпіль-
ського р-ну Вінницької обл. Розшифр. № 10 (254). Вар. 3 зап у лютому 2007 р. вони ж у с. Устя 
Бершадського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 16 (396). "
Vinnytsia_ballads_638v2. Усі гори зеленіють (16-БР-02).xml,2009,,,,,"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 1 (101). Вар. зап. у лютому 2007 р. вони ж у с. Забужжя Неми-
рівського р-ну Вінницької обл. від гурту. № 39 (576). Вар. 1 зап. 3.05 2009 р. вони ж у с. Сиваківці  
Липовецького р-ну Вінницької обл. від гурту. № 9 (353). Вар. 2 зап. вони ж у с. Стіна Томашпіль-
ського р-ну Вінницької обл. Розшифр. № 10 (254). Вар. 3 зап у лютому 2007 р. вони ж у с. Устя 
Бершадського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 16 (396). "
Vinnytsia_ballads_638v3. Усі гори зеленіють (16-БР-02).xml,2009,,,,,"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 1 (101). Вар. зап. у лютому 2007 р. вони ж у с. Забужжя Неми-
рівського р-ну Вінницької обл. від гурту. № 39 (576). Вар. 1 зап. 3.05 2009 р. вони ж у с. Сиваківці  
Липовецького р-ну Вінницької обл. від гурту. № 9 (353). Вар. 2 зап. вони ж у с. Стіна Томашпіль-
ського р-ну Вінницької обл. Розшифр. № 10 (254). Вар. 3 зап у лютому 2007 р. вони ж у с. Устя 
Бершадського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О. № 16 (396). "
Vinnytsia_ballads_639. Під білою березою (16-БР-03).xml,1936,,,,,"Зап. 29.ХІІ 1936 р. Гайдай М. П. у с. Стодульці Жмеринського р-ну Вінницької обл. від Параски 
Дмитрівни Мельник, 18 р. та  Одарки Василівни Стахміч,18 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 
106-107. Вар. зап. 2018 р. Гарбулінська Т. Є. у с. Бджільна Теплицького р-ну Вінницької обл. від 
Жарій І., Ільтєшіної Т. М., Тихої О. Д., Хрущ О. Є., Прокопенко Т. Ф., Ніколішиної А. С., Жарій О. 
В., Щербацької Н. І., Оєвої Д. М. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 109."
